2021-08-18 03:56:15,598 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting env: {}
2021-08-18 06:43:00,603 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:06,927 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:07,124 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:43:07,125 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:09,476 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:09,688 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:43:09,689 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:12,058 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:12,254 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:43:12,254 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:13,914 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:14,110 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:43:14,111 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:18,670 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:20,704 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:43:20,705 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
